lossg_mean_0,lossg_std_0,lossd_mean_0,lossd_std_0,dx_mean_0,dx_std_0,dgz_mean_0,dgz_std_0,lossg_mean_1,lossg_std_1,lossd_mean_1,lossd_std_1,dx_mean_1,dx_std_1,dgz_mean_1,dgz_std_1,lossg_mean_2,lossg_std_2,lossd_mean_2,lossd_std_2,dx_mean_2,dx_std_2,dgz_mean_2,dgz_std_2,lossg_mean_3,lossg_std_3,lossd_mean_3,lossd_std_3,dx_mean_3,dx_std_3,dgz_mean_3,dgz_std_3,lossg_mean_4,lossg_std_4,lossd_mean_4,lossd_std_4,dx_mean_4,dx_std_4,dgz_mean_4,dgz_std_4,lossg_mean_5,lossg_std_5,lossd_mean_5,lossd_std_5,dx_mean_5,dx_std_5,dgz_mean_5,dgz_std_5,lossg_mean_6,lossg_std_6,lossd_mean_6,lossd_std_6,dx_mean_6,dx_std_6,dgz_mean_6,dgz_std_6,lossg_mean_7,lossg_std_7,lossd_mean_7,lossd_std_7,dx_mean_7,dx_std_7,dgz_mean_7,dgz_std_7,lossg_mean_8,lossg_std_8,lossd_mean_8,lossd_std_8,dx_mean_8,dx_std_8,dgz_mean_8,dgz_std_8,lossg_mean_9,lossg_std_9,lossd_mean_9,lossd_std_9,dx_mean_9,dx_std_9,dgz_mean_9,dgz_std_9
-0.28136491933763025,0.06953009916558747,0.3445552354514599,0.14134904022536057,0.6876980679810047,0.16049569510193348,0.24344108775258064,0.05180765931051025,-0.27813326258361337,0.06896772149053011,0.34499809739589693,0.1413300683207502,0.6850577862679958,0.16052751784193026,0.24102233194708825,0.05146101198148465,-0.2720783262640238,0.06739434884721265,0.3477247189447284,0.14376007293329895,0.6779539375126362,0.1613603970367897,0.23649331187307834,0.050610981239631564,-0.29083205813467505,0.07272770426265376,0.34398477923721077,0.13830517656657676,0.6942163835018873,0.15924237096479857,0.2504028637886047,0.05357634231812948,-0.2714392486304045,0.06761344458307601,0.3469617470890284,0.14352662112813264,0.6784399885773659,0.16115859796550216,0.2359946211516857,0.05078224158857257,-0.2649086094468832,0.06555063203755311,0.34725094802081585,0.14427240693823426,0.6740500881582498,0.16150902651905755,0.23109004361331462,0.04968404833976116,-0.27322596181631087,0.06735978001034798,0.34619324444234373,0.1429185538607472,0.6806223657697439,0.16136316900192177,0.23737077687084676,0.05052440231024302,-0.28243045125305655,0.06925737850985166,0.34527904026955364,0.14015083864073885,0.687416353097558,0.16041193122366507,0.24425961559414863,0.051554560635426176,-0.2740996561288834,0.06843186120623064,0.3457338756546378,0.14199458556738817,0.6815449210613966,0.16059013632005026,0.23798228921890258,0.05127442565294145,-0.278823201367259,0.06811195258680676,0.34503334940969943,0.1408551448843409,0.6854316103160382,0.16044108469726415,0.2415879801750183,0.05086402677531424
-0.6281458285272121,0.13092781581874488,0.5928186157882214,0.09599950740541636,0.578176582634449,0.07884535248221021,0.46192607769966126,0.06843204263869945,-0.6284724011719227,0.13144938913973178,0.5911539240777492,0.09669915010533606,0.580159879565239,0.07817964671701728,0.4620692644238472,0.06862545621951019,-0.6270990743219852,0.13158699818371544,0.592164422237873,0.09482593852280008,0.5782974532783032,0.07863601390261842,0.4613258465617895,0.06868067428515107,-0.6370532634705305,0.1345427966100302,0.5914035932540893,0.09647131678852723,0.5847779496312141,0.07813860767951782,0.46646530626416205,0.06939679274331373,-0.6362364835560321,0.13073216928029874,0.5918237739980221,0.09574088034399077,0.583841033923626,0.0782414769456952,0.46627594203948974,0.06779738619034066,-0.6267047608882189,0.13493533026498902,0.5927460465788841,0.09755504800431432,0.5774473023235798,0.07886790280216469,0.4608822337180376,0.07041114564562401,-0.6165265687286854,0.13136630098748275,0.5902682337284089,0.09593665564434875,0.5745028988003731,0.07892064549368469,0.45563460229039193,0.06887190429496269,-0.629052259606123,0.1353237537060269,0.590399905782938,0.09649053059727908,0.5814298644006253,0.07872372829116922,0.4621356759816408,0.07008804735241256,-0.626123295724392,0.13267661342051099,0.5900080775499343,0.09667662207706354,0.5801430213451385,0.07827004204137251,0.4607318515717983,0.06916159396772133,-0.6335657006084919,0.13263172504920345,0.5901453140020371,0.09590791860405233,0.5842417043328285,0.07828196148478293,0.4647263819396496,0.06880153470226479
-0.6436609028279782,0.12830051585300273,0.6369377375304699,0.09648371558745174,0.5376482856154442,0.07350621284280438,0.4703608691453934,0.06653230661188553,-0.6467942909836769,0.1304696031727545,0.6364141765356064,0.0958623397937972,0.5398430704593659,0.07339208377518425,0.47187452823519704,0.06742241473055385,-0.6626330708563328,0.13358768070108887,0.6377800791144371,0.09731080649866305,0.5468726290404796,0.07366450052440678,0.4799611079275608,0.06803626296730665,-0.6415248843848705,0.12955801335609515,0.6369432959854603,0.09612276290048319,0.5365211668550968,0.07353695313224486,0.46913318887352945,0.06759572860409002,-0.635289759504795,0.12801861464810504,0.6389116187036037,0.09551987841999554,0.5311589862823486,0.0732988089869906,0.4659214102268219,0.06710772593793023,-0.6514016472280025,0.12882660219474423,0.6395282264232636,0.09393493174546225,0.5390322749078273,0.07372643599203854,0.4743942391335964,0.06667163800740589,-0.6576214635372162,0.13053361148318668,0.6376699996113777,0.09545166451129078,0.5442901232242584,0.0735520765158703,0.47755150500535964,0.06686758981416514,-0.6366117348313332,0.13005957728315956,0.6384294040858746,0.0967433262422574,0.5323329248011113,0.0731778822428344,0.46648649175167084,0.06813402655242368,-0.6507783077001572,0.13001963536979466,0.6399994642615319,0.09601748751558943,0.5381576728343964,0.07340503781425131,0.47399873899221423,0.06706166332605713,-0.6660061977803707,0.13313893197470328,0.6395586425840855,0.09544795599616067,0.5467344088435173,0.07338048095481498,0.4817437637388706,0.06755999602387648
-0.510591668048501,0.097785359456702,0.6496558226466179,0.08695683116998527,0.459141208422184,0.06582856161293704,0.3970295912504196,0.05766390155097378,-0.5096324451863766,0.09776077128607708,0.6530134114384651,0.08723346523363744,0.4556707902789116,0.06561152447276533,0.39645498162209986,0.057653009323811705,-0.520127301222086,0.10232263260057187,0.6505570541203022,0.0883005989641102,0.4627252536296845,0.0664890701907973,0.40249864911735056,0.059441470998872245,-0.5236748866587877,0.10210833043314013,0.6503383632838726,0.08770792935758255,0.46448841713666916,0.06615778683375596,0.40462137356996536,0.05927954043401556,-0.5218434325814247,0.1005881308717235,0.6508932422876358,0.08801892806097643,0.46310984247326853,0.06584871053475677,0.4036166688799858,0.05858291753657601,-0.5272132319569588,0.10042064657269635,0.6497481111764908,0.08659592428280288,0.4666540082633495,0.06623963806948631,0.40682288749814033,0.05810590231116832,-0.5247151645600796,0.10041753878100713,0.6510684068262577,0.08865392572162291,0.4643303475618362,0.06638146811864895,0.4053365696579218,0.05833055715211239,-0.5387175531923771,0.10375807050321585,0.6486525864124298,0.08796460357005392,0.47299938883781434,0.0665087555189744,0.41341688539385796,0.059232944616300416,-0.5078592926472425,0.09575623506842526,0.6527117034494877,0.08577646092892498,0.45506017521619796,0.06494787018040657,0.39549074797928335,0.05679742377433654,-0.5205718412518501,0.10011216990419093,0.6502659112095833,0.08680868274282533,0.4630755268394947,0.06565383694751038,0.40288697397112844,0.05834760550454329
-0.6198598293423653,0.10639108640779839,0.6663503954589367,0.08278202777407262,0.4941825175642967,0.061638085731639904,0.45891306180655955,0.0580784166425265,-0.6342474744081498,0.1112973596581599,0.6645671000599861,0.08339054027168327,0.5030417431414127,0.06199325586596316,0.4663601972222328,0.05983927938458291,-0.6338998451948166,0.11080480980447585,0.6639673503518104,0.08351311049847293,0.503474153137207,0.06206582389297188,0.46620437408685683,0.05957782608202701,-0.6300274136304855,0.1093974489042633,0.6648208261787891,0.0837299149398075,0.5006757520020008,0.06177963936452235,0.4642117144048214,0.059173398063193064,-0.6363197427809238,0.11097717326508826,0.66542881077528,0.08383197225806342,0.5032342116475105,0.062173241510992336,0.4674830227136612,0.05956467233407842,-0.6250366190314293,0.1089248656291043,0.6653846953988075,0.08305628620121752,0.4976864593088627,0.06188055305244656,0.4615607391655445,0.05915189127116211,-0.6204814249932766,0.10874852826408513,0.6648468614578247,0.08606553194460742,0.4960712341547012,0.06252029336902348,0.4591127296060324,0.059341385443905575,-0.6259283358812332,0.10739015956495017,0.6658943269491195,0.08139156667359167,0.4975238512098789,0.061136187487735846,0.4621302815556526,0.05827031069161066,-0.6469059909164906,0.11208595673362684,0.664900855255127,0.08318873806530669,0.5089282110393047,0.061315272696493964,0.4730258307874203,0.05952903540089106,-0.6351294436097145,0.1105114444335601,0.665708204972744,0.0842047030329202,0.502294719851017,0.06155970756511307,0.46687983189225196,0.05928187749794134
-0.706598397320509,0.0987345710525496,0.6683530846893787,0.07138949864862101,0.5352796729624272,0.053627460087400027,0.5042826833307743,0.04867503164514197,-0.7066376656115055,0.09870942682091202,0.6674408337473869,0.07008803406390583,0.5362073460757733,0.05302128778844951,0.5043062193453312,0.04859265726374338,-0.7020992323458195,0.10120898103360282,0.6677074172616005,0.07171232996121299,0.5335406541824341,0.053246465426820176,0.5019241279959679,0.05017220166051468,-0.6992763571560383,0.09982638326446226,0.6667637349128723,0.07118445627915954,0.5330638199090958,0.053370556462614675,0.5005843784570694,0.04963361161350841,-0.7186748874783516,0.10292430312992788,0.6685149443626404,0.07095281839285011,0.5414749223709107,0.05299793407723877,0.5100282713830471,0.05014758083773183,-0.7000571602880955,0.09922156277217462,0.6681160772323609,0.07095794552917718,0.5320361899018288,0.053299273030558675,0.5010091637015343,0.049155824487143354,-0.6842115667939186,0.09625436861872927,0.6657662560105324,0.07006196247232412,0.526130096065998,0.052631773887876966,0.4931872563123703,0.0483569418395497,-0.7085562822759152,0.1006840164700358,0.6688043747723103,0.07228056785822769,0.5358184936463832,0.05341248621627563,0.5051572397708893,0.04955076577735743,-0.6952291839182377,0.09987949232795541,0.6663107137918473,0.07066721027573612,0.5313452654540539,0.052789585304127404,0.498557411468029,0.04983361291688714,-0.7130839769005776,0.10217506659242113,0.6688568677604199,0.07177894204266289,0.5381657530069351,0.05340539189898781,0.5073211753666401,0.04998723061430472
-0.715469562202692,0.11395970574109182,0.6642684809625149,0.08006915676413404,0.5450945943772793,0.06026456223222646,0.5078902874171733,0.055208565686027104,-0.7228471184313298,0.11825930357717239,0.6663999859929085,0.08192796778985327,0.5468578650593757,0.060959117418422956,0.5112578139901162,0.05714442594462257,-0.725520505285263,0.11646761178159334,0.664854261380434,0.08151249635904186,0.5500106851458549,0.0612229771910778,0.5126649339318275,0.05610444260604343,-0.7239748680233955,0.11585460099686012,0.6656821037590503,0.08046506874158968,0.5481703867793083,0.06031756172660632,0.5119462530970573,0.05585896158477571,-0.7276320012807846,0.1141784297353877,0.6641075301527977,0.08006307824852846,0.5518642545998097,0.06023900141006924,0.5138253503024578,0.05471364382623048,-0.6956593909978867,0.11082586118543439,0.6628394002795219,0.0785867754645692,0.5359538266658783,0.05936028104320828,0.4982072572171688,0.055072722519672664,-0.7307598732113838,0.11832087869805527,0.6655774769008159,0.08179715630621927,0.5520255135595799,0.06077800326861997,0.5151119693100452,0.05659116168361063,-0.7191503173768521,0.11161961258332355,0.66257329621315,0.07918343105510493,0.5488356803834439,0.05949799505489608,0.5098165360271931,0.05414315762813981,-0.7152399339079857,0.1147488884815895,0.6620723575651646,0.07887729476800213,0.5472614254832268,0.05949133531728266,0.507724779433012,0.055852848153249236,-0.7319797636270523,0.11566039539018982,0.6658020423769951,0.07930859751781247,0.5523234357595443,0.05969175159205122,0.5158473116695881,0.05534672354587772
-0.6093049333691597,0.1161379604919318,0.6686675302386283,0.08702939971912296,0.4867569077193737,0.06175861900441586,0.4527138257265091,0.06064271524627743,-0.6071951802134514,0.11555647181669444,0.6696786017239094,0.08638283326555315,0.4846849294662476,0.0609381304254846,0.4515983498513699,0.06035574086283053,-0.6005171462535858,0.111131149729102,0.6688052583038807,0.0844876415595735,0.4823118624448776,0.060722054375215835,0.44817585451602937,0.05880124666036706,-0.6203466790020465,0.11751971130720353,0.6697757528305054,0.08606190343344415,0.49092757784724234,0.06109762368015609,0.45862858736515044,0.06097653496513343,-0.6050714832901954,0.11253569968782319,0.6686419503748416,0.08427719949933804,0.48461847039461137,0.06058424902506107,0.4506032150328159,0.05918500716644038,-0.608380842590332,0.11369168897692963,0.6713247475326061,0.08481529503729374,0.48356939183473585,0.060090366723818296,0.45235499024391174,0.05946700546264472,-0.6209742568969726,0.1148269842875856,0.6700410184264183,0.0825093799478706,0.49094962558746336,0.0608816860554956,0.4591426918268204,0.05926582187928184,-0.6128087043523789,0.11550671900436574,0.6691730468034744,0.08551900800203115,0.48787319217324254,0.061128610964365164,0.4546702397406101,0.06002788273261445,-0.6226689408957958,0.1127362034556187,0.6673828406572342,0.0841084465075346,0.494315467274189,0.06053391256407088,0.46017225702404974,0.0583312815554484,-0.6097746112167836,0.1121685723044189,0.6681621310293675,0.08454351765360085,0.4874668290257454,0.06168642555443257,0.4532011728107929,0.05877385405605507
-0.6885994809091092,0.09736464498846917,0.6715361186683177,0.07132309985073271,0.5224013553798199,0.05191160453892318,0.49531867812275887,0.04976690700377962,-0.700465044504404,0.10015113918472472,0.6703592117905617,0.07118751193124423,0.5298784062325954,0.05262701686839863,0.5011370704233646,0.05050826565156171,-0.6843866615533829,0.10114615036733551,0.6717662011802197,0.07369731895414304,0.5201917066633701,0.053749459014689,0.49299353947043417,0.05204845095390003,-0.689131088322401,0.09846740026497594,0.6695070876300335,0.07124547661135067,0.5247810875356197,0.05193104029892469,0.49553080234527586,0.05035026960805626,-0.6940126224339008,0.10041008482570896,0.6703601080417633,0.07173933815596757,0.5264870986163617,0.05242976166550374,0.4978880655288696,0.051158028158630825,-0.6916295536041259,0.09904624311106631,0.6707375220417976,0.07091729951987741,0.5247838751554489,0.0518225123774614,0.4967696601033211,0.05025712376667216,-0.672664995086193,0.09985904376234472,0.6710419202685356,0.07281359630233028,0.5148771709620953,0.0532252429378858,0.4870927650690079,0.0516581880830351,-0.6718245189785957,0.09645858871812034,0.6705200962841511,0.07146121339911678,0.5149017148435115,0.05249879270522432,0.48682778847813607,0.05010106901166533,-0.6759891910970212,0.09779555804518711,0.6694071709871292,0.0731698310098377,0.5181709796845912,0.05258397680243541,0.4889020650565624,0.050344989902697077,-0.6970015219151974,0.10195551054854242,0.6719856051564217,0.07281979440161546,0.5264189834535122,0.05303520752061815,0.4993143818974495,0.051608177909427094
-0.6114088286340237,0.08775042132438883,0.6905270872294903,0.0721920426873977,0.4661865112900734,0.05236094716772259,0.4553202245950699,0.04789277219897237,-0.6132585100114346,0.08613173976604477,0.6899964968800545,0.07031172690152485,0.46743276613354684,0.051546413765974866,0.45640903733968735,0.04672332284304501,-0.6032584435641766,0.08565873618370153,0.6890621794641018,0.07108412112383461,0.4636478475391865,0.051207803073271996,0.45096824372410776,0.04692450144285585,-0.5913724432110786,0.08372511017225441,0.6920310604512692,0.07062798049320268,0.4555261475622654,0.05093184752063244,0.4444984762966633,0.04625771814804549,-0.6053196883201599,0.08614727686800586,0.6904208548069001,0.06987853381320365,0.46330694237351416,0.05089408317896154,0.4520780492424965,0.04702286516646979,-0.6012648304283619,0.08486367144907371,0.6903849530756474,0.07111101712089535,0.4615696823656559,0.05152807882902478,0.449910413813591,0.04655549824603735,-0.6193753721237183,0.08851273232730952,0.6905838618934155,0.07151557977550292,0.46981216642260554,0.05237141282335934,0.45961104778051376,0.04776684923470213,-0.6026038876175881,0.08201050611990139,0.6902603465974331,0.06795411953837514,0.4621412328362465,0.050157069284251954,0.45077538009881973,0.04497249954527983,-0.6015062017202377,0.08438280055785076,0.6898971559345722,0.06969166792779907,0.46197918591499326,0.05022883444822826,0.4500653491437435,0.04628781885739847,-0.5999734510779381,0.08640190793774374,0.6918286910951138,0.07228053450395618,0.459715934497118,0.05194501261899439,0.44913470303416253,0.047216672355427
-0.689692750120163,0.0991953668659957,0.6815062401592732,0.07226183728149828,0.5128580947518349,0.05411865789463367,0.49583917149305345,0.0487992234704892,-0.7013442281425,0.09707802590620815,0.6816886273443699,0.07017777834590785,0.5185620960116386,0.05355886121201824,0.5017734717071056,0.047421952016480216,-0.6669196515798569,0.09420384919090997,0.6808736716806889,0.07073990838075629,0.5019360086321831,0.052925402194539874,0.4844673111498356,0.04749034107315064,-0.6961575922966003,0.09956572763146906,0.6822752209186554,0.07421401040928251,0.5154234495460988,0.05474455386321044,0.49906995341181754,0.04867747055502196,-0.6740522083699704,0.09495587172003281,0.6818823752760887,0.0710547982762703,0.5045110578238964,0.053199079829993494,0.4880966791152954,0.04750457241607614,-0.6877931057572365,0.09547251955143969,0.6815714435935021,0.07081639127686627,0.5117075665652752,0.0529773428672031,0.4950531870722771,0.04725730003487889,-0.6844343869030476,0.09706988015487111,0.6818801555097103,0.07146534613800244,0.5097377582073211,0.05331702446732479,0.49328508336544036,0.047995887480655905,-0.6818682672381401,0.09911903471282758,0.6810076516091823,0.07304686329169276,0.5093314593493938,0.053398684266610326,0.49188293362259866,0.04914290430879754,-0.6868204421877862,0.09626753405362423,0.6805367982268333,0.0718126323883502,0.5123187836647034,0.05346361518790968,0.49452727017998693,0.0476063551164772,-0.6843241135656833,0.09569116096813989,0.6810571225345134,0.070862166341075,0.510500392884016,0.05321532751437151,0.4932924392521381,0.04740621343878753
